date,events_total,active_hours,first_hour,last_hour,night_events,unique_types,params_key_count_mean,file_events,login_attempt,login_successful,unique_paths,path_depth_mean,unique_dir1,unique_dir2,night_fraction,login_success_rate,path_reuse_ratio,anomaly_score,num_flagged_features,top_contributors
2017-08-11,8,1,5,5,8,2,1.0,0,4,4,0,0.0,0,0,0.999999999875,0.99999999975,0.0,0.5277777753809825,1,night_fraction=1 vs p95=0.655 (1.53x)
2017-08-22,683,13,2,22,10,5,1.0,443,4,4,404,4.42606149341142,3,11,0.0146412884333607,0.99999999975,1.0965346534626323,0.4622643113100837,3,events_total=683 vs p95=491 (1.39x); unique_paths=404 vs p95=389 (1.04x); file_events=443 vs p95=428 (1.03x)
2017-07-10,424,10,2,22,2,7,1.3349056603773586,267,4,4,397,6.830188679245283,3,7,0.0047169811320643,0.99999999975,0.67254408060284,0.38972006276630067,2,path_depth_mean=6.83 vs p95=4.99 (1.37x); unique_paths=397 vs p95=389 (1.02x)
2017-09-05,545,16,0,22,68,5,1.0,509,17,17,317,4.249541284403669,3,15,0.1247706422016059,0.9999999999411764,1.6056782334334203,0.29699238022592045,3,file_events=509 vs p95=428 (1.19x); events_total=545 vs p95=491 (1.11x); login_success_rate=1 vs p95=1 (1.00x)
2017-07-12,122,13,5,21,10,5,1.0,71,27,22,27,2.450819672131148,2,10,0.0819672131140822,0.8148148147846365,2.629629629532236,0.22153209099638205,2,login_attempt=27 vs p95=23 (1.17x); login_successful=22 vs p95=21 (1.05x)
2017-09-02,84,18,0,23,28,3,1.0,76,4,4,24,3.2857142857142856,3,5,0.333333333329365,0.99999999975,3.1666666665347223,0.12499999992968758,1,active_hours=18 vs p95=16 (1.12x)
2017-09-04,166,18,0,22,35,3,1.0,158,4,4,38,3.3072289156626504,4,7,0.2108433734927057,0.99999999975,4.157894736732687,0.12499999992968758,1,active_hours=18 vs p95=16 (1.12x)
2017-07-16,26,9,0,23,19,1,1.0,26,0,0,26,5.0,3,3,0.7307692307411242,0.0,0.9999999999615384,0.11873460628558608,2,night_fraction=0.731 vs p95=0.655 (1.12x); path_depth_mean=5 vs p95=4.99 (1.00x)
2017-08-04,11,3,5,21,8,3,1.0,2,5,4,2,1.0909090909090908,1,1,0.7272727272066115,0.79999999984,0.9999999995,0.11111110940586588,1,night_fraction=0.727 vs p95=0.655 (1.11x)
2017-08-15,12,6,2,22,2,1,1.0,12,0,0,2,3.0,1,2,0.1666666666527777,0.0,5.999999997,0.10429447785803214,1,path_reuse_ratio=6 vs p95=5.43 (1.10x)
2017-09-23,12,6,2,22,2,1,1.0,12,0,0,2,3.0,1,2,0.1666666666527777,0.0,5.999999997,0.10429447785803214,1,path_reuse_ratio=6 vs p95=5.43 (1.10x)
2017-09-24,12,6,2,22,2,1,1.0,12,0,0,2,3.0,1,2,0.1666666666527777,0.0,5.999999997,0.10429447785803214,1,path_reuse_ratio=6 vs p95=5.43 (1.10x)
2017-08-26,59,9,2,22,3,3,1.0,13,23,23,5,0.6949152542372882,3,5,0.0508474576262568,0.9999999999565218,2.59999999948,0.09523809421389118,2,login_successful=23 vs p95=21 (1.10x); login_success_rate=1 vs p95=1 (1.00x)
2017-09-03,100,16,0,22,23,1,1.0,100,0,0,18,3.33,3,4,0.2299999999977,0.0,5.555555555246913,0.02249488736002747,1,path_reuse_ratio=5.56 vs p95=5.43 (1.02x)
2017-08-01,12,4,5,21,8,3,1.0,1,6,5,1,0.1666666666666666,1,1,0.6666666666111111,0.8333333331944445,0.999999999,0.018518516963093257,1,night_fraction=0.667 vs p95=0.655 (1.02x)
2017-07-31,136,4,5,21,16,3,1.0,119,10,7,109,2.772058823529412,2,20,0.1176470588226643,0.69999999993,1.091743119256039,0.010101010049995862,1,unique_dir2=20 vs p95=19.8 (1.01x)
2017-07-07,12,6,8,21,0,2,1.0,11,1,0,7,3.4166666666666665,1,4,0.0,0.0,1.5714285712040816,0.0,0,No features exceeded p95
2017-07-08,15,4,7,16,0,3,1.0,6,5,4,2,1.2,1,2,0.0,0.79999999984,2.9999999985,0.0,0,No features exceeded p95
2017-07-09,14,3,14,22,0,3,1.0,6,4,4,2,1.2857142857142858,1,2,0.0,0.99999999975,2.9999999985,0.0,0,No features exceeded p95
2017-07-13,54,7,1,21,10,5,1.0,24,15,13,20,1.3333333333333333,5,7,0.1851851851817558,0.8666666666088889,1.19999999994,0.0,0,No features exceeded p95
2017-07-15,20,14,0,23,6,2,1.0,19,1,0,13,2.85,6,10,0.299999999985,0.0,1.4615384614260354,0.0,0,No features exceeded p95
2017-07-18,157,14,0,23,17,3,1.0,141,8,8,141,4.70063694267516,5,5,0.1082802547763803,0.999999999875,0.999999999992908,0.0,0,No features exceeded p95
2017-07-19,72,12,0,22,24,7,1.0138888888888888,21,23,21,16,1.1111111111111112,6,10,0.3333333333287037,0.913043478221172,1.3124999999179687,0.0,0,No features exceeded p95
2017-07-20,34,10,2,21,3,3,1.0,25,5,4,13,2.3823529411764706,2,7,0.0882352941150519,0.79999999984,1.923076922928994,0.0,0,No features exceeded p95
2017-07-22,151,12,6,23,0,6,1.0927152317880795,26,10,9,68,2.7682119205298013,6,9,0.0,0.89999999991,0.3823529411708477,0.0,0,No features exceeded p95
2017-07-24,117,9,2,21,2,6,1.0,74,22,17,34,2.1794871794871797,2,7,0.0170940170938709,0.7727272726921488,2.1764705881712807,0.0,0,No features exceeded p95
2017-07-25,62,10,1,21,25,5,1.0,22,20,18,7,1.2258064516129032,1,5,0.4032258064451093,0.899999999955,3.1428571424081637,0.0,0,No features exceeded p95
2017-07-26,28,4,5,21,8,5,1.0,6,11,9,5,0.9285714285714286,1,5,0.2857142857040816,0.8181818181074381,1.19999999976,0.0,0,No features exceeded p95
2017-07-27,49,3,4,21,8,3,1.0,31,10,8,31,2.26530612244898,1,7,0.163265306119117,0.79999999992,0.999999999967742,0.0,0,No features exceeded p95
2017-07-28,11,4,5,21,6,2,1.0,0,6,5,0,0.0,0,0,0.5454545454049586,0.8333333331944445,0.0,0.0,0,No features exceeded p95
2017-07-29,160,9,5,15,24,7,1.05,102,14,8,44,2.44375,2,14,0.1499999999990625,0.571428571387755,2.3181818181291325,0.0,0,No features exceeded p95
2017-07-30,34,10,7,22,0,7,1.1470588235294117,17,3,3,13,2.294117647058824,3,1,0.0,0.9999999996666666,1.307692307591716,0.0,0,No features exceeded p95
2017-08-02,13,3,0,7,2,3,1.0,3,5,5,3,0.5384615384615384,2,3,0.1538461538343195,0.9999999998,0.9999999996666666,0.0,0,No features exceeded p95
2017-08-03,15,5,5,21,8,5,1.1333333333333333,2,6,5,3,1.2,2,2,0.5333333332977778,0.8333333331944445,0.6666666664444444,0.0,0,No features exceeded p95
2017-08-06,246,4,6,22,0,3,1.0,238,4,4,234,4.8861788617886175,2,13,0.0,0.99999999975,1.0170940170896705,0.0,0,No features exceeded p95
2017-08-07,90,15,0,21,16,5,1.022222222222222,54,18,16,23,2.022222222222222,3,8,0.1777777777758024,0.8888888888395061,2.3478260868544423,0.0,0,No features exceeded p95
2017-08-08,18,3,5,13,8,2,1.0,0,10,8,0,0.0,0,0,0.444444444419753,0.79999999992,0.0,0.0,0,No features exceeded p95
2017-08-09,38,2,14,16,0,3,1.0,22,8,8,22,2.210526315789474,1,9,0.0,0.999999999875,0.9999999999545456,0.0,0,No features exceeded p95
2017-08-10,8,1,7,7,0,2,1.0,0,4,4,0,0.0,0,0,0.0,0.99999999975,0.0,0.0,0,No features exceeded p95
2017-08-13,42,3,16,22,0,3,1.0,34,4,4,30,3.261904761904762,1,8,0.0,0.99999999975,1.1333333332955555,0.0,0,No features exceeded p95
2017-08-14,13,7,2,22,2,1,1.0,13,0,0,3,3.0,1,3,0.1538461538343195,0.0,4.3333333318888885,0.0,0,No features exceeded p95
2017-08-16,34,10,2,22,10,1,1.0,34,0,0,22,3.676470588235294,2,6,0.294117647050173,0.0,1.5454545453842976,0.0,0,No features exceeded p95
2017-08-17,38,11,2,22,10,3,1.0,22,8,8,11,1.973684210526316,1,6,0.2631578947299169,0.999999999875,1.9999999998181817,0.0,0,No features exceeded p95
2017-08-19,328,14,2,23,2,4,1.0,202,0,0,229,4.487804878048781,4,9,0.0060975609755911,0.0,0.8820960698651438,0.0,0,No features exceeded p95
2017-08-20,68,12,0,22,28,3,1.0,52,8,8,42,3.7205882352941178,4,10,0.4117647058762975,0.999999999875,1.2380952380657595,0.0,0,No features exceeded p95
2017-08-21,46,11,2,22,3,6,1.0434782608695652,32,5,5,21,2.760869565217391,5,11,0.06521739130293,0.9999999998,1.5238095237369615,0.0,0,No features exceeded p95
2017-08-23,76,13,2,22,2,5,1.0,60,1,1,37,3.763157894736842,2,7,0.0263157894733379,0.999999999,1.621621621577794,0.0,0,No features exceeded p95
2017-08-25,37,12,2,22,2,1,1.0,37,0,0,22,3.72972972972973,2,7,0.0540540540525931,0.0,1.6818181817417357,0.0,0,No features exceeded p95
2017-08-27,17,10,1,22,3,1,1.0,17,0,0,7,3.4705882352941178,4,5,0.1764705882249135,0.0,2.42857142822449,0.0,0,No features exceeded p95
2017-08-28,71,15,2,22,18,3,1.0,55,8,8,25,2.901408450704225,3,9,0.2535211267569926,0.999999999875,2.199999999912,0.0,0,No features exceeded p95
2017-08-29,116,14,2,22,2,3,1.0,108,4,4,32,3.163793103448276,2,9,0.0172413793101961,0.99999999975,3.3749999998945315,0.0,0,No features exceeded p95
2017-08-31,40,9,0,15,21,4,1.225,25,8,6,6,2.025,2,2,0.5249999999868751,0.74999999990625,4.166666665972223,0.0,0,No features exceeded p95
2017-09-01,46,6,5,23,8,3,1.0,28,9,9,8,1.934782608695652,4,4,0.1739130434744801,0.9999999998888888,3.4999999995625,0.0,0,No features exceeded p95
2017-09-06,44,13,2,22,4,3,1.0,30,7,7,10,2.340909090909091,4,10,0.0909090909070248,0.9999999998571428,2.9999999997,0.0,0,No features exceeded p95
2017-09-07,103,14,2,23,18,3,1.0,75,14,14,20,2.4757281553398056,4,16,0.1747572815517013,0.9999999999285716,3.7499999998125,0.0,0,No features exceeded p95
2017-09-08,101,13,0,22,11,7,1.0396039603960396,71,13,13,17,2.900990099009901,5,10,0.1089108910880305,0.9999999999230768,4.17647058798962,0.0,0,No features exceeded p95
2017-09-09,19,10,2,23,3,3,1.0,17,1,1,7,3.1052631578947367,4,5,0.157894736833795,0.999999999,2.42857142822449,0.0,0,No features exceeded p95
2017-09-10,111,9,1,22,3,3,1.0,83,14,14,73,3.918918918918919,2,5,0.0270270270267835,0.9999999999285716,1.1369863013542878,0.0,0,No features exceeded p95
2017-09-11,107,12,2,22,3,5,1.0,79,13,13,27,3.0186915887850465,2,10,0.028037383177308,0.9999999999230768,2.9259259258175585,0.0,0,No features exceeded p95
2017-09-12,118,15,2,22,2,3,1.0,108,5,5,68,4.008474576271187,2,13,0.0169491525422292,0.9999999998,1.5882352940942903,0.0,0,No features exceeded p95
2017-09-14,35,7,2,19,2,3,1.0,12,13,10,10,1.2285714285714286,4,8,0.0571428571412244,0.7692307691715976,1.19999999988,0.0,0,No features exceeded p95
2017-09-16,46,4,12,22,0,3,1.0,40,3,3,34,3.130434782608696,1,7,0.0,0.9999999996666666,1.176470588200692,0.0,0,No features exceeded p95
2017-09-17,23,12,0,22,2,3,1.0,15,5,3,11,1.9565217391304348,2,3,0.0869565217353497,0.59999999988,1.3636363635123967,0.0,0,No features exceeded p95
2017-09-18,43,8,2,22,10,3,1.0,19,12,12,15,1.558139534883721,3,10,0.2325581395294754,0.9999999999166668,1.2666666665822222,0.0,0,No features exceeded p95
2017-09-19,56,12,2,22,10,3,1.0,42,7,7,18,2.8392857142857144,1,7,0.1785714285682398,0.9999999998571428,2.333333333203704,0.0,0,No features exceeded p95
2017-09-20,119,13,2,22,2,3,1.0,117,1,1,28,4.840336134453781,4,10,0.0168067226889343,0.999999999,4.1785714284221935,0.0,0,No features exceeded p95
2017-09-21,154,16,2,22,9,5,1.0,132,10,10,79,3.935064935064935,7,16,0.0584415584411789,0.9999999999,1.6708860759282165,0.0,0,No features exceeded p95
2017-09-22,68,16,1,22,9,3,1.0,46,11,11,17,2.485294117647059,4,9,0.1323529411745242,0.9999999999090908,2.705882352782007,0.0,0,No features exceeded p95
2017-09-25,71,16,1,23,11,3,1.0,45,16,10,24,3.028169014084507,3,9,0.1549295774626066,0.6249999999609375,1.874999999921875,0.0,0,No features exceeded p95
2017-09-26,76,15,2,23,5,5,1.0,64,5,5,25,2.8421052631578947,5,11,0.0657894736833448,0.9999999998,2.5599999998976,0.0,0,No features exceeded p95
2017-09-27,49,14,1,23,3,3,1.0,37,8,4,25,2.4693877551020407,3,9,0.0612244897946688,0.4999999999375,1.4799999999408,0.0,0,No features exceeded p95
2017-09-28,16,2,8,12,0,2,1.0,0,8,8,0,0.0,0,0,0.0,0.999999999875,0.0,0.0,0,No features exceeded p95
2017-10-03,5,2,7,11,0,3,1.0,1,2,2,1,0.6,1,1,0.0,0.9999999995,0.999999999,0.0,0,No features exceeded p95
